ID,Subfolder,Filename,File_Location,Test_Start_Date,Test_Start_Time,00000140_Insertion_count,00008000_Status_Test,00000130_Tot_Test_time,00003080_,00003080_Serial_Block
1077,00000000\0000,00000064-01471000-20241010083214-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00000000\0000\00000064-01471000-20241010083214-F.log,,,,,,,
1078,00080000\0200,00080250-00371105-20241029103015-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080250-00371105-20241029103015-F.log,2024-10-29,10:28:45,108,,90.0[s],Download SerialInput,
1079,00080000\0200,00080250-00371105-20241029103216-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080250-00371105-20241029103216-P.log,2024-10-29,10:30:53,109,Test Passed,84.1[s],Download SerialInput,
1080,00080000\0200,00080252-00371105-20241029075131-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080252-00371105-20241029075131-F.log,2024-10-29,07:50:02,57,,89.9[s],Download SerialInput,
1081,00080000\0200,00080252-00371105-20241029075811-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080252-00371105-20241029075811-P.log,2024-10-29,07:56:49,60,Test Passed,90.4[s],Download SerialInput,
1082,00080000\0200,00080253-00371105-20241029080340-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080253-00371105-20241029080340-F.log,2024-10-29,08:02:01,62,,99.5[s],Download SerialInput,
1083,00080000\0200,00080253-00371105-20241029082539-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080253-00371105-20241029082539-F.log,2024-10-29,08:23:58,68,,108.3[s],Download SerialInput,
1084,00080000\0200,00080253-00371105-20241029083725-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080253-00371105-20241029083725-F.log,2024-10-29,08:36:00,72,,87.2[s],Download SerialInput,
1085,00080000\0200,00080253-00371105-20241029084157-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080253-00371105-20241029084157-P.log,2024-10-29,08:40:45,73,Test Passed,75.4[s],Download SerialInput,
1086,00080000\0200,00080256-00371105-20241029081401-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080256-00371105-20241029081401-P.log,2024-10-29,08:12:25,64,Test Passed,96.8[s],Download SerialInput,
1087,00080000\0200,00080257-00371105-20241029080612-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080257-00371105-20241029080612-P.log,2024-10-29,08:04:45,63,Test Passed,86.6[s],Download SerialInput,
1088,00080000\0200,00080258-00371105-20241029080043-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080258-00371105-20241029080043-P.log,2024-10-29,07:59:16,61,Test Passed,87.0[s],Download SerialInput,
1089,00080000\0200,00080259-00371105-20241029083044-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080259-00371105-20241029083044-P.log,2024-10-29,08:29:08,70,Test Passed,97.2[s],Download SerialInput,
1090,00080000\0200,00080260-00371105-20241029110908-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080260-00371105-20241029110908-P.log,2024-10-29,11:07:42,123,Test Passed,87.1[s],Download SerialInput,
1091,00080000\0200,00080261-00371105-20241029081637-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080261-00371105-20241029081637-P.log,2024-10-29,08:15:11,65,Test Passed,86.7[s],Download SerialInput,
1092,00080000\0200,00080262-00371105-20241029085129-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080262-00371105-20241029085129-P.log,2024-10-29,08:50:12,76,Test Passed,76.9[s],Download SerialInput,
1093,00080000\0200,00080263-00371105-20241029094023-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080263-00371105-20241029094023-F.log,2024-10-29,09:38:44,92,,99.5[s],Download SerialInput,
1094,00080000\0200,00080263-00371105-20241029094317-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080263-00371105-20241029094317-F.log,2024-10-29,09:42:02,93,,78.2[s],Download SerialInput,
1095,00080000\0200,00080263-00371105-20241029095437-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080263-00371105-20241029095437-F.log,2024-10-29,09:53:22,97,,79.9[s],Download SerialInput,
1096,00080000\0200,00080263-00371105-20241029101351-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080263-00371105-20241029101351-P.log,2024-10-29,10:12:29,102,Test Passed,84.3[s],Download SerialInput,
1097,00080000\0200,00080264-00371105-20241029092307-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080264-00371105-20241029092307-F.log,2024-10-29,09:21:28,86,,99.5[s],Download SerialInput,
1098,00080000\0200,00080264-00371105-20241029092542-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080264-00371105-20241029092542-P.log,2024-10-29,09:24:20,87,Test Passed,88.2[s],Download SerialInput,
1099,00080000\0200,00080265-00371105-20241029103459-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080265-00371105-20241029103459-P.log,2024-10-29,10:33:32,110,Test Passed,87.2[s],Download SerialInput,
1100,00080000\0200,00080267-00371105-20241029094600-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080267-00371105-20241029094600-P.log,2024-10-29,09:44:33,94,Test Passed,87.4[s],Download SerialInput,
1101,00080000\0200,00080268-00371105-20241029094818-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080268-00371105-20241029094818-P.log,2024-10-29,09:47:02,95,Test Passed,76.7[s],Download SerialInput,
1102,00080000\0200,00080269-00371105-20241029083340-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080269-00371105-20241029083340-P.log,2024-10-29,08:32:03,71,Test Passed,97.3[s],Download SerialInput,
1103,00080000\0200,00080270-00371105-20241029103749-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080270-00371105-20241029103749-P.log,2024-10-29,10:36:23,111,Test Passed,86.8[s],Download SerialInput,
1104,00080000\0200,00080271-00371105-20241029051318-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080271-00371105-20241029051318-P.log,2024-10-29,05:11:51,36,Test Passed,87.2[s],Download SerialInput,
1105,00080000\0200,00080272-00371105-20241029110654-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080272-00371105-20241029110654-P.log,2024-10-29,11:05:27,122,Test Passed,87.1[s],Download SerialInput,
1106,00080000\0200,00080273-00371105-20241029105633-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080273-00371105-20241029105633-P.log,2024-10-29,10:55:06,118,Test Passed,87.2[s],Download SerialInput,
1107,00080000\0200,00080276-00371105-20241029104027-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080276-00371105-20241029104027-P.log,2024-10-29,10:39:00,112,Test Passed,87.4[s],Download SerialInput,
1108,00080000\0200,00080277-00371105-20241025041405-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080277-00371105-20241025041405-P.log,2024-10-25,04:12:36,25,Test Passed,88.6[s],Download SerialInput,
1109,00080000\0200,00080277-00371105-20241029105940-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080277-00371105-20241029105940-P.log,2024-10-29,10:58:08,119,Test Passed,113.3[s],Download SerialInput,
1110,00080000\0200,00080278-00371105-20241029110200-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080278-00371105-20241029110200-P.log,2024-10-29,11:00:33,120,Test Passed,87.0[s],Download SerialInput,
1111,00080000\0200,00080280-00371105-20241029104549-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080280-00371105-20241029104549-P.log,2024-10-29,10:44:22,114,Test Passed,86.8[s],Download SerialInput,
1112,00080000\0200,00080281-00371105-20241029104823-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080281-00371105-20241029104823-P.log,2024-10-29,10:46:57,115,Test Passed,86.8[s],Download SerialInput,
1113,00080000\0200,00080283-00371105-20241029070815-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080283-00371105-20241029070815-F.log,2024-10-29,07:06:49,47,,86.9[s],Download SerialInput,
1114,00080000\0200,00080283-00371105-20241029073318-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080283-00371105-20241029073318-P.log,2024-10-29,07:32:06,51,Test Passed,74.8[s],Download SerialInput,
1115,00080000\0200,00080284-00371105-20241029051037-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080284-00371105-20241029051037-P.log,2024-10-29,05:09:11,35,Test Passed,86.8[s],Download SerialInput,
1116,00080000\0200,00080285-00371105-20241029105049-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080285-00371105-20241029105049-P.log,2024-10-29,10:49:23,116,Test Passed,87.0[s],Download SerialInput,
1117,00080000\0200,00080286-00371105-20241029064500-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080286-00371105-20241029064500-P.log,2024-10-29,06:43:33,40,Test Passed,87.1[s],Download SerialInput,
1118,00080000\0200,00080289-00371105-20241029052014-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080289-00371105-20241029052014-P.log,2024-10-29,05:18:48,39,Test Passed,86.8[s],Download SerialInput,
1119,00080000\0200,00080292-00371105-20241029095728-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080292-00371105-20241029095728-P.log,2024-10-29,09:56:01,98,Test Passed,87.0[s],Download SerialInput,
1120,00080000\0200,00080293-00371105-20241029095135-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080293-00371105-20241029095135-P.log,2024-10-29,09:50:18,96,Test Passed,76.8[s],Download SerialInput,
1121,00080000\0200,00080294-00371105-20241029092830-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080294-00371105-20241029092830-P.log,2024-10-29,09:27:03,88,Test Passed,86.9[s],Download SerialInput,
1122,00080000\0200,00080295-00371105-20241029111131-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080295-00371105-20241029111131-F.log,2024-10-29,11:10:01,124,,89.9[s],Download SerialInput,
1123,00080000\0200,00080295-00371105-20241029111334-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080295-00371105-20241029111334-P.log,2024-10-29,11:12:02,125,Test Passed,93.6[s],Download SerialInput,
1124,00080000\0200,00080298-00371105-20241029110423-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080298-00371105-20241029110423-P.log,2024-10-29,11:02:56,121,Test Passed,86.7[s],Download SerialInput,
1125,00080000\0200,00080299-00371105-20241029071709-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080299-00371105-20241029071709-F.log,2024-10-29,07:15:42,49,,87.1[s],Download SerialInput,
1126,00080000\0200,00080299-00371105-20241029073533-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0200\00080299-00371105-20241029073533-P.log,2024-10-29,07:34:01,52,Test Passed,94.6[s],Download SerialInput,
1127,00080000\0300,00080301-00371105-20241029101911-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080301-00371105-20241029101911-F.log,2024-10-29,10:17:42,104,,89.5[s],Download SerialInput,
1128,00080000\0300,00080301-00371105-20241029102127-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080301-00371105-20241029102127-P.log,2024-10-29,10:20:04,105,Test Passed,85.0[s],Download SerialInput,
1129,00080000\0300,00080302-00371105-20241029111601-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080302-00371105-20241029111601-F.log,2024-10-29,11:14:22,126,,100.0[s],Download SerialInput,
1130,00080000\0300,00080302-00371105-20241029111804-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080302-00371105-20241029111804-F.log,2024-10-29,11:16:39,128,,86.5[s],Download SerialInput,
1131,00080000\0300,00080302-00371105-20241029112053-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080302-00371105-20241029112053-P.log,2024-10-29,11:19:31,128,Test Passed,85.4[s],Download SerialInput,
1132,00080000\0300,00080303-00371105-20241029100044-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080303-00371105-20241029100044-F.log,2024-10-29,09:59:15,99,,89.4[s],Download SerialInput,
1133,00080000\0300,00080303-00371105-20241029100347-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080303-00371105-20241029100347-P.log,2024-10-29,10:02:25,99,Test Passed,86.1[s],Download SerialInput,
1134,00080000\0300,00080304-00371105-20241029091248-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080304-00371105-20241029091248-F.log,2024-10-29,09:11:29,82,,79.5[s],Download SerialInput,
1135,00080000\0300,00080304-00371105-20241029091445-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080304-00371105-20241029091445-P.log,2024-10-29,09:13:33,83,Test Passed,75.8[s],Download SerialInput,
1136,00080000\0300,00080305-00371105-20241029085411-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080305-00371105-20241029085411-P.log,2024-10-29,08:52:44,77,Test Passed,87.3[s],Download SerialInput,
1137,00080000\0300,00080307-00371105-20241029093804-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080307-00371105-20241029093804-P.log,2024-10-29,09:36:38,91,Test Passed,86.6[s],Download SerialInput,
1138,00080000\0300,00080308-00371105-20241029090338-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080308-00371105-20241029090338-F.log,2024-10-29,09:01:58,80,,99.6[s],Download SerialInput,
1139,00080000\0300,00080308-00371105-20241029090706-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080308-00371105-20241029090706-F.log,2024-10-29,09:05:42,81,,88.0[s],Download SerialInput,
1140,00080000\0300,00080308-00371105-20241029091009-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080308-00371105-20241029091009-P.log,2024-10-29,09:08:46,81,Test Passed,84.7[s],Download SerialInput,
1141,00080000\0300,00080309-00371105-20241029082244-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080309-00371105-20241029082244-P.log,2024-10-29,08:21:27,67,Test Passed,76.9[s],Download SerialInput,
1142,00080000\0300,00080310-00371105-20241029075358-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080310-00371105-20241029075358-P.log,2024-10-29,07:52:21,58,Test Passed,97.4[s],Download SerialInput,
1143,00080000\0300,00080311-00371105-20241029065126-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080311-00371105-20241029065126-P.log,2024-10-29,06:49:59,42,Test Passed,87.1[s],Download SerialInput,
1144,00080000\0300,00080313-00371105-20241029064747-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080313-00371105-20241029064747-P.log,2024-10-29,06:46:30,41,Test Passed,77.0[s],Download SerialInput,
1145,00080000\0300,00080314-00371105-20241029044512-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080314-00371105-20241029044512-F.log,2024-10-29,04:43:43,31,,88.9[s],Download SerialInput,
1146,00080000\0300,00080314-00371105-20241029044922-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080314-00371105-20241029044922-F.log,2024-10-29,04:47:58,31,,114.4[s],Download SerialInput,
1147,00080000\0300,00080314-00371105-20241029045820-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080314-00371105-20241029045820-P.log,2024-10-29,04:56:58,33,Test Passed,91.2[s],Download SerialInput,
1148,00080000\0300,00080315-00371105-20241029085631-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080315-00371105-20241029085631-F.log,2024-10-29,08:55:10,78,,82.0[s],Download SerialInput,
1149,00080000\0300,00080315-00371105-20241029090018-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080315-00371105-20241029090018-P.log,2024-10-29,08:59:06,79,Test Passed,80.8[s],Download SerialInput,
1150,00080000\0300,00080316-00371105-20241029093215-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080316-00371105-20241029093215-P.log,2024-10-29,09:30:38,89,Test Passed,97.5[s],Download SerialInput,
1151,00080000\0300,00080317-00371105-20241029081907-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080317-00371105-20241029081907-F.log,2024-10-29,08:17:38,66,,89.3[s],Download SerialInput,
1152,00080000\0300,00080317-00371105-20241029082817-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080317-00371105-20241029082817-P.log,2024-10-29,08:26:45,69,Test Passed,107.7[s],Download SerialInput,
1153,00080000\0300,00080319-00371105-20241029051601-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080319-00371105-20241029051601-P.log,2024-10-29,05:14:24,37,Test Passed,97.4[s],Download SerialInput,
1154,00080000\0300,00080322-00371105-20241029070538-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080322-00371105-20241029070538-F.log,2024-10-29,07:04:22,46,,77.2[s],Download SerialInput,
1155,00080000\0300,00080322-00371105-20241029073751-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080322-00371105-20241029073751-F.log,2024-10-29,07:36:17,53,,97.0[s],Download SerialInput,
1156,00080000\0300,00080322-00371105-20241029074129-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080322-00371105-20241029074129-P.log,2024-10-29,07:40:07,54,Test Passed,85.0[s],Download SerialInput,
1157,00080000\0300,00080323-00371105-20241029084527-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080323-00371105-20241029084527-F.log,2024-10-29,08:44:03,74,,84.1[s],Download SerialInput,
1158,00080000\0300,00080323-00371105-20241029084900-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080323-00371105-20241029084900-P.log,2024-10-29,08:47:48,75,Test Passed,75.5[s],Download SerialInput,
1159,00080000\0300,00080325-00371105-20241029102739-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080325-00371105-20241029102739-P.log,2024-10-29,10:26:12,107,Test Passed,86.9[s],Download SerialInput,
1160,00080000\0300,00080330-00371105-20241029075606-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080330-00371105-20241029075606-P.log,2024-10-29,07:54:29,59,Test Passed,96.6[s],Download SerialInput,
1161,00080000\0300,00080331-00371105-20241029101625-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080331-00371105-20241029101625-P.log,2024-10-29,10:14:58,103,Test Passed,86.9[s],Download SerialInput,
1162,00080000\0300,00080332-00371105-20241029093512-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080332-00371105-20241029093512-P.log,2024-10-29,09:33:45,90,Test Passed,86.8[s],Download SerialInput,
1163,00080000\0300,00080334-00371105-20241029100649-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080334-00371105-20241029100649-F.log,2024-10-29,10:05:29,100,,79.6[s],Download SerialInput,
1164,00080000\0300,00080334-00371105-20241029100848-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080334-00371105-20241029100848-F.log,2024-10-29,10:07:23,101,,86.9[s],Download SerialInput,
1165,00080000\0300,00080334-00371105-20241029101117-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080334-00371105-20241029101117-F.log,2024-10-29,10:10:02,101,,76.6[s],Download SerialInput,
1166,00080000\0300,00080334-00371105-20241029102453-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080334-00371105-20241029102453-P.log,2024-10-29,10:23:21,106,Test Passed,93.7[s],Download SerialInput,
1167,00080000\0300,00080335-00371105-20241029092017-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080335-00371105-20241029092017-P.log,2024-10-29,09:18:50,85,Test Passed,86.9[s],Download SerialInput,
1168,00080000\0300,00080337-00371105-20241029105334-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080337-00371105-20241029105334-P.log,2024-10-29,10:51:57,117,Test Passed,96.9[s],Download SerialInput,
1169,00080000\0300,00080338-00371105-20241029051807-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080338-00371105-20241029051807-P.log,2024-10-29,05:16:41,38,Test Passed,86.7[s],Download SerialInput,
1170,00080000\0300,00080339-00371105-20241029091737-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080339-00371105-20241029091737-P.log,2024-10-29,09:16:20,84,Test Passed,76.8[s],Download SerialInput,
1171,00080000\0300,00080340-00371105-20241029065455-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080340-00371105-20241029065455-P.log,2024-10-29,06:53:38,43,Test Passed,76.7[s],Download SerialInput,
1172,00080000\0300,00080341-00371105-20241029045242-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080341-00371105-20241029045242-F.log,2024-10-29,04:51:23,32,,79.5[s],Download SerialInput,
1173,00080000\0300,00080341-00371105-20241029070025-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080341-00371105-20241029070025-F.log,2024-10-29,06:59:03,44,,85.4[s],Download SerialInput,
1174,00080000\0300,00080341-00371105-20241029073000-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080341-00371105-20241029073000-P.log,2024-10-29,07:28:48,50,Test Passed,76.4[s],Download SerialInput,
1175,00080000\0300,00080343-00371105-20241028041629-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080343-00371105-20241028041629-F.log,2024-10-28,04:15:10,29,,79.0[s],Download SerialInput,
1176,00080000\0300,00080343-00371105-20241028041929-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080343-00371105-20241028041929-P.log,2024-10-28,04:18:07,30,Test Passed,86.9[s],Download SerialInput,
1177,00080000\0300,00080344-00371105-20241028040146-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080344-00371105-20241028040146-F.log,2024-10-28,04:00:27,26,,79.7[s],Download SerialInput,
1178,00080000\0300,00080344-00371105-20241028040536-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080344-00371105-20241028040536-P.log,2024-10-28,04:04:14,28,Test Passed,89.2[s],Download SerialInput,
1179,00080000\0300,00080345-00371105-20241029104317-P.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080345-00371105-20241029104317-P.log,2024-10-29,10:41:40,113,Test Passed,97.3[s],Download SerialInput,
1180,00080000\0300,00080348-00371105-20241029070223-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080348-00371105-20241029070223-F.log,2024-10-29,07:01:06,45,,76.9[s],Download SerialInput,
1181,00080000\0300,00080348-00371105-20241029071116-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080348-00371105-20241029071116-F.log,2024-10-29,07:10:04,48,,75.1[s],Download SerialInput,
1182,00080000\0300,00080348-00371105-20241029074329-F.log,C:/Users/budis/source/repos/ok/ETL parsing word python OK (from log to SQL )/!log from FTP/00080000\0300\00080348-00371105-20241029074329-F.log,2024-10-29,07:42:14,55,,78.2[s],Download SerialInput,
